features,count,auc
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L23_Entropy_Min', 'L15_Fiedler_Min']",5,0.6760042283298097
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L0_HFER_Min', 'L15_Fiedler_Min']",5,0.6754756871035942
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L22_Fiedler_Min']",4,0.6754756871035941
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L6_HFER_Min']",5,0.6754756871035941
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L4_Entropy_Min']",5,0.675475687103594
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L5_Entropy_Min', 'L23_Entropy_Min', 'L15_Fiedler_Min']",5,0.6749471458773785
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min']",3,0.6749471458773784
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L3_HFER_Min', 'L15_Fiedler_Min']",5,0.6744186046511628
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L5_Entropy_Min', 'L8_HFER_Min']",5,0.6744186046511628
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L5_Entropy_Min', 'L3_HFER_Min']",5,0.6738900634249472
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L23_Entropy_Min']",4,0.6733615221987315
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L5_Entropy_Min', 'L4_Entropy_Min']",5,0.6733615221987315
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L0_HFER_Min', 'L8_HFER_Min']",5,0.6733615221987315
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Fiedler_Min']",4,0.672832980972516
"['L2_Fiedler_Min', 'L6_Entropy_Min']",2,0.6728329809725159
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Fiedler_Min']",3,0.6723044397463003
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L5_Entropy_Min', 'L15_Fiedler_Min']",5,0.6723044397463003
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L6_HFER_Min', 'L8_HFER_Min']",5,0.6723044397463002
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L23_Entropy_Min', 'L15_Fiedler_Min']",5,0.6717758985200846
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L8_HFER_Min']",4,0.6712473572938689
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L15_Entropy_Min', 'L15_Fiedler_Min']",5,0.6712473572938689
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L5_Entropy_Min', 'L8_HFER_Min', 'L15_Fiedler_Min']",5,0.6712473572938689
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L15_Entropy_Min', 'L5_Entropy_Min']",5,0.6707188160676533
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L0_HFER_Min', 'L15_Fiedler_Min']",5,0.6707188160676533
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L15_Entropy_Min', 'L23_Entropy_Min']",5,0.669661733615222
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L5_Entropy_Min', 'L0_HFER_Min']",5,0.6691331923890063
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L5_Entropy_Min', 'L3_HFER_Min', 'L15_Fiedler_Min']",5,0.6686046511627908
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L6_HFER_Min']",4,0.6680761099365751
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min']",5,0.6680761099365751
"['L6_Entropy_Min', 'L15_Entropy_Min', 'L5_Entropy_Min', 'L8_HFER_Min', 'L15_Fiedler_Min']",5,0.6675475687103595
"['L2_Fiedler_Min', 'L16_Fiedler_Min', 'L3_HFER_Min', 'L15_Fiedler_Min']",4,0.6675475687103594
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L3_HFER_Min']",4,0.6675475687103594
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L23_Fiedler_Min', 'L15_Fiedler_Min']",5,0.6675475687103593
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L23_Fiedler_Min', 'L5_Entropy_Min']",5,0.6670190274841439
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L0_HFER_Min', 'L3_HFER_Min']",5,0.6670190274841438
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L4_Entropy_Min', 'L3_HFER_Min']",5,0.6670190274841438
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L22_Fiedler_Min', 'L5_Entropy_Min', 'L15_Fiedler_Min']",5,0.6670190274841438
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L3_HFER_Min', 'L23_Entropy_Min']",5,0.6670190274841438
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L15_Entropy_Min']",4,0.6664904862579282
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L23_Entropy_Min', 'L15_Fiedler_Min']",4,0.6664904862579282
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L5_Entropy_Min', 'L15_Fiedler_Min']",5,0.6664904862579282
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L22_Fiedler_Min', 'L15_Fiedler_Min']",5,0.6664904862579282
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L6_HFER_Min', 'L8_HFER_Min']",5,0.6664904862579282
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L6_HFER_Min', 'L23_Entropy_Min']",5,0.6664904862579281
"['L2_Fiedler_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L3_HFER_Min', 'L23_Entropy_Min']",5,0.6659619450317126
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L22_Fiedler_Min', 'L8_HFER_Min']",5,0.6659619450317125
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L5_Entropy_Min', 'L8_HFER_Min', 'L15_Fiedler_Min']",5,0.6659619450317125
"['L6_Entropy_Min', 'L15_Entropy_Min', 'L5_Entropy_Min', 'L23_Entropy_Min', 'L8_HFER_Min']",5,0.6654334038054969
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L4_Entropy_Min', 'L15_Fiedler_Min']",5,0.6654334038054968
"['L2_Fiedler_Min', 'L12_Entropy_Min', 'L16_Fiedler_Min', 'L3_HFER_Min', 'L15_Fiedler_Min']",5,0.6649048625792813
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L5_Entropy_Min', 'L6_HFER_Min']",5,0.6649048625792812
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L22_Fiedler_Min', 'L0_HFER_Min']",5,0.66384778012685
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L23_Entropy_Min']",3,0.6638477801268499
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L16_Fiedler_Min', 'L15_Fiedler_Min']",5,0.6638477801268499
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L10_Entropy_Min', 'L23_Entropy_Min']",5,0.6638477801268499
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L5_Entropy_Min', 'L23_Entropy_Min']",4,0.6633192389006343
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L5_Entropy_Min', 'L3_HFER_Min', 'L23_Entropy_Min']",5,0.6633192389006343
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L3_HFER_Min']",3,0.6627906976744187
"['L6_Entropy_Min', 'L15_Entropy_Min', 'L5_Entropy_Min', 'L8_HFER_Min']",4,0.6622621564482031
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L15_Fiedler_Min']",4,0.662262156448203
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L5_Entropy_Min', 'L3_HFER_Min']",4,0.662262156448203
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L5_Entropy_Min', 'L15_Fiedler_Min']",4,0.662262156448203
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L10_Entropy_Min']",5,0.662262156448203
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L5_Entropy_Min', 'L0_HFER_Min', 'L15_Fiedler_Min']",5,0.662262156448203
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L23_Fiedler_Min', 'L8_HFER_Min']",5,0.662262156448203
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L5_Entropy_Min']",3,0.6617336152219874
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L15_Entropy_Min', 'L0_HFER_Min']",5,0.6617336152219873
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L5_Entropy_Min', 'L23_Entropy_Min']",5,0.6617336152219873
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L3_HFER_Min', 'L8_HFER_Min']",5,0.6617336152219873
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L5_Entropy_Min', 'L0_HFER_Min', 'L15_Fiedler_Min']",5,0.6606765327695562
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L23_Entropy_Min']",4,0.6606765327695561
"['L2_Fiedler_Min', 'L15_Entropy_Min', 'L3_HFER_Min', 'L23_Entropy_Min']",4,0.6606765327695561
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L3_HFER_Min', 'L15_Fiedler_Min']",5,0.6606765327695561
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L10_Entropy_Min', 'L15_Fiedler_Min']",5,0.6606765327695561
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L5_Entropy_Min', 'L4_Entropy_Min', 'L15_Fiedler_Min']",5,0.6606765327695561
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L3_HFER_Min', 'L15_Fiedler_Min']",4,0.660676532769556
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L5_Entropy_Min', 'L23_Entropy_Min', 'L15_Fiedler_Min']",5,0.6601479915433405
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L8_HFER_Min', 'L15_Fiedler_Min']",5,0.6601479915433404
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L4_Entropy_Min', 'L8_HFER_Min']",5,0.6596194503171249
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L23_Fiedler_Min', 'L5_Entropy_Min']",5,0.6596194503171248
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L0_HFER_Min', 'L4_Entropy_Min']",5,0.6596194503171248
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L10_Entropy_Min', 'L8_HFER_Min']",5,0.6596194503171248
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L10_Entropy_Min']",4,0.6590909090909092
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L4_Entropy_Min', 'L15_Fiedler_Min']",5,0.6590909090909092
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L15_Entropy_Min', 'L22_Fiedler_Min']",5,0.6590909090909091
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L23_Fiedler_Min', 'L3_HFER_Min']",5,0.6590909090909091
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L23_Fiedler_Min', 'L15_Fiedler_Min']",5,0.6585623678646936
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L23_Fiedler_Min']",4,0.6585623678646935
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L22_Fiedler_Min', 'L4_Entropy_Min']",5,0.6585623678646935
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L0_HFER_Min', 'L6_HFER_Min']",5,0.6585623678646935
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L22_Fiedler_Min', 'L3_HFER_Min']",5,0.6585623678646934
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L22_Fiedler_Min', 'L5_Entropy_Min']",4,0.6580338266384778
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L22_Fiedler_Min', 'L5_Entropy_Min', 'L23_Entropy_Min']",5,0.6580338266384778
"['L2_Fiedler_Min', 'L15_Entropy_Min', 'L3_HFER_Min', 'L23_Entropy_Min', 'L15_Fiedler_Min']",5,0.6580338266384778
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L5_Entropy_Min', 'L6_HFER_Min']",5,0.6580338266384778
"['L6_Entropy_Min', 'L15_Entropy_Min', 'L5_Entropy_Min', 'L6_HFER_Min', 'L8_HFER_Min']",5,0.6580338266384778
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L15_Entropy_Min', 'L8_HFER_Min']",5,0.6575052854122622
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L23_Fiedler_Min', 'L23_Entropy_Min']",5,0.6575052854122622
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L22_Fiedler_Min', 'L5_Entropy_Min']",5,0.6575052854122622
"['L2_Fiedler_Min', 'L15_Entropy_Min', 'L3_HFER_Min']",3,0.657505285412262
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L0_HFER_Min', 'L3_HFER_Min']",5,0.6569767441860465
"['L6_Entropy_Min', 'L15_Entropy_Min', 'L0_HFER_Min', 'L23_Entropy_Min', 'L8_HFER_Min']",5,0.6569767441860465
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L3_HFER_Min', 'L23_Entropy_Min']",4,0.656448202959831
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min']",3,0.6564482029598309
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L3_HFER_Min']",4,0.6564482029598309
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L8_HFER_Min', 'L15_Fiedler_Min']",4,0.6564482029598309
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L23_Fiedler_Min']",4,0.6564482029598309
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L15_Entropy_Min', 'L3_HFER_Min']",5,0.6564482029598309
"['L2_Fiedler_Min', 'L12_Entropy_Min', 'L15_Entropy_Min', 'L3_HFER_Min', 'L23_Entropy_Min']",5,0.6564482029598309
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L23_Fiedler_Min', 'L0_HFER_Min']",5,0.6564482029598309
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L4_Entropy_Min', 'L15_Fiedler_Min']",4,0.6559196617336152
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L23_Fiedler_Min', 'L8_HFER_Min']",5,0.6559196617336152
"['L6_Entropy_Min', 'L12_Entropy_Min', 'L16_Fiedler_Min', 'L5_Entropy_Min', 'L15_Fiedler_Min']",5,0.6559196617336152
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L0_HFER_Min', 'L10_Entropy_Min']",5,0.6559196617336152
"['L2_Fiedler_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L3_HFER_Min']",4,0.6553911205073997
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L0_HFER_Min', 'L8_HFER_Min', 'L15_Fiedler_Min']",5,0.6553911205073997
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L23_Entropy_Min', 'L15_Fiedler_Min']",5,0.6553911205073996
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L4_Entropy_Min', 'L6_HFER_Min']",5,0.6553911205073996
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L5_Entropy_Min', 'L23_Entropy_Min', 'L8_HFER_Min']",5,0.6553911205073996
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L5_Entropy_Min', 'L4_Entropy_Min']",5,0.6553911205073996
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L10_Entropy_Min', 'L8_HFER_Min']",5,0.6548625792811841
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L15_Entropy_Min', 'L4_Entropy_Min']",5,0.6543340380549683
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L23_Fiedler_Min', 'L15_Fiedler_Min']",5,0.6543340380549683
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L22_Fiedler_Min', 'L5_Entropy_Min', 'L8_HFER_Min']",5,0.6543340380549683
"['L6_Entropy_Min', 'L15_Entropy_Min', 'L5_Entropy_Min', 'L0_HFER_Min', 'L8_HFER_Min']",5,0.6543340380549683
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L23_Fiedler_Min', 'L0_HFER_Min']",5,0.6538054968287527
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L3_HFER_Min', 'L23_Entropy_Min', 'L15_Fiedler_Min']",5,0.6538054968287527
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L15_Entropy_Min', 'L3_HFER_Min', 'L10_Entropy_Min']",5,0.6538054968287526
"['L6_Entropy_Min', 'L15_Entropy_Min', 'L22_Fiedler_Min', 'L5_Entropy_Min', 'L8_HFER_Min']",5,0.6532769556025371
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L5_Entropy_Min']",4,0.653276955602537
"['L2_Fiedler_Min', 'L15_Entropy_Min', 'L3_HFER_Min', 'L15_Fiedler_Min']",4,0.6527484143763214
"['L6_Entropy_Min', 'L15_Entropy_Min', 'L5_Entropy_Min', 'L15_Fiedler_Min']",4,0.6527484143763214
"['L6_Entropy_Min', 'L5_Entropy_Min', 'L23_Entropy_Min', 'L8_HFER_Min']",4,0.6527484143763214
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L16_Fiedler_Min', 'L3_HFER_Min', 'L23_Entropy_Min']",5,0.6527484143763214
"['L2_Fiedler_Min', 'L12_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L15_Fiedler_Min']",5,0.6527484143763214
"['L6_Entropy_Min', 'L12_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L5_Entropy_Min']",5,0.6527484143763214
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L10_Entropy_Min', 'L23_Entropy_Min']",5,0.6527484143763214
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L5_Entropy_Min', 'L3_HFER_Min', 'L15_Fiedler_Min']",5,0.6522198731501058
"['L2_Fiedler_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L15_Fiedler_Min']",4,0.6522198731501057
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L12_Entropy_Min', 'L4_Entropy_Min', 'L15_Fiedler_Min']",5,0.6522198731501057
"['L2_Fiedler_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L3_HFER_Min', 'L15_Fiedler_Min']",5,0.6516913319238902
"['L2_Fiedler_Min', 'L6_Entropy_Min', 'L22_Fiedler_Min', 'L5_Entropy_Min', 'L3_HFER_Min']",5,0.6516913319238901
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L23_Fiedler_Min', 'L23_Entropy_Min']",5,0.65169133192389
"['L6_Entropy_Min', 'L16_Fiedler_Min', 'L15_Entropy_Min', 'L22_Fiedler_Min', 'L23_Entropy_Min']",5,0.65169133192389
