features,count,auc
"['L19_Smoothness', 'L20_Smoothness', 'L23_Entropy', 'L21_Entropy', 'L22_HFER']",5,0.8502268236341879
"['L22_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER', 'L15_Smoothness']",5,0.8499902591077343
"['L19_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L21_Entropy', 'L22_HFER']",5,0.8497745679218502
"['L19_Smoothness', 'L18_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L22_HFER']",5,0.8493571011104617
"['L19_Smoothness', 'L0_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L22_HFER']",5,0.849308396649133
"['L19_Smoothness', 'L22_Smoothness', 'L23_Entropy', 'L21_Entropy', 'L22_HFER']",5,0.8491901143859063
"['L19_Smoothness', 'L20_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L22_HFER']",5,0.8491483677047675
"['L20_Smoothness', 'L23_Entropy', 'L21_Entropy', 'L22_HFER', 'L15_Smoothness']",5,0.8490231276613509
"['L19_Smoothness', 'L23_Entropy', 'L12_Entropy', 'L21_Entropy', 'L22_HFER']",5,0.8487517742339484
"['L19_Smoothness', 'L17_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L22_HFER']",5,0.8487378586735688
"['L22_Smoothness', 'L1_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER']",5,0.8487239431131892
"['L19_Smoothness', 'L18_Smoothness', 'L23_Smoothness', 'L21_Entropy', 'L22_HFER']",5,0.8486126186301522
"['L19_Smoothness', 'L23_Smoothness', 'L0_Smoothness', 'L21_Smoothness', 'L22_HFER']",5,0.8485778297292034
"['L19_Smoothness', 'L23_Smoothness', 'L21_Smoothness', 'L21_Entropy', 'L22_HFER']",5,0.8485012941471153
"['L19_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L22_HFER']",4,0.8482508140602822
"['L20_Smoothness', 'L22_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER']",5,0.8482299407197128
"['L19_Smoothness', 'L18_Smoothness', 'L23_Smoothness', 'L21_Smoothness', 'L22_HFER']",5,0.8481534051376249
"['L19_Smoothness', 'L7_Smoothness', 'L23_Entropy', 'L21_Entropy', 'L22_HFER']",5,0.8480490384347776
"['L19_Smoothness', 'L23_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L22_HFER']",5,0.8478124739083243
"['L19_Smoothness', 'L21_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L22_HFER']",5,0.847784642787565
"['L20_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L22_HFER', 'L7_Entropy']",5,0.8477289805460466
"['L19_Smoothness', 'L20_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L19_HFER']",5,0.8476315716233892
"['L19_Smoothness', 'L23_Smoothness', 'L21_Smoothness', 'L22_HFER', 'L20_Entropy']",5,0.8476246138431994
"['L19_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L22_HFER', 'L20_Entropy']",5,0.8475480782611118
"['L20_Smoothness', 'L23_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER']",5,0.8475341627007319
"['L22_Smoothness', 'L23_Smoothness', 'L23_Entropy', 'L22_HFER', 'L18_HFER']",5,0.847422838217695
"['L19_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER']",5,0.8474158804375052
"['L20_Smoothness', 'L1_Smoothness', 'L23_Smoothness', 'L23_Entropy', 'L22_HFER']",5,0.8473671759761765
"['L19_Smoothness', 'L20_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L21_Entropy']",5,0.8473254292950377
"['L20_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L21_Entropy', 'L15_Smoothness']",5,0.8471723581308618
"['L19_Smoothness', 'L20_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L20_Entropy']",5,0.8471445270101026
"['L20_Smoothness', 'L23_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L15_Smoothness']",5,0.8471375692299129
"['L19_Smoothness', 'L20_Smoothness', 'L17_Smoothness', 'L23_Entropy']",4,0.8471375692299128
"['L19_Smoothness', 'L23_Entropy', 'L21_Entropy', 'L22_HFER', 'L15_Smoothness']",5,0.8471027803289638
"['L19_Smoothness', 'L18_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L22_HFER']",5,0.846734017978904
"['L20_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L22_HFER', 'L15_Smoothness']",5,0.8467131446383346
"['L19_Smoothness', 'L17_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L19_HFER']",5,0.8466296512760569
"['L19_Smoothness', 'L7_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L22_HFER']",5,0.8464835378920709
"['L19_Smoothness', 'L20_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L12_Entropy']",5,0.8464557067713117
"['L22_Smoothness', 'L23_Entropy', 'L22_HFER', 'L18_HFER', 'L7_Entropy']",5,0.8463652556288442
"['L22_Smoothness', 'L23_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER']",5,0.8462191422448582
"['L19_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L22_HFER', 'L19_HFER']",5,0.8461634800033397
"['L19_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L22_HFER', 'L7_Entropy']",5,0.8461634800033397
"['L19_Smoothness', 'L20_Smoothness', 'L23_Smoothness', 'L17_Smoothness', 'L23_Entropy']",5,0.8461356488825805
"['L19_Smoothness', 'L18_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER']",5,0.8458503798947984
"['L22_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER', 'L7_Entropy']",5,0.8458225487740391
"['L20_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L22_Entropy', 'L22_HFER']",5,0.8458086332136594
"['L19_Smoothness', 'L22_Smoothness', 'L23_Entropy', 'L22_HFER', 'L15_Smoothness']",5,0.8457947176532798
"['L22_Smoothness', 'L23_Entropy', 'L22_HFER', 'L18_HFER']",4,0.8457390554117614
"['L22_Smoothness', 'L23_Entropy', 'L21_Entropy', 'L22_HFER', 'L18_HFER']",5,0.8457320976315716
"['L19_Smoothness', 'L20_Smoothness', 'L18_Smoothness', 'L17_Smoothness', 'L23_Entropy']",5,0.8457042665108124
"['L19_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L22_HFER', 'L7_Entropy']",5,0.8457042665108124
"['L19_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L21_Smoothness', 'L22_HFER']",5,0.8456973087306225
"['L20_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L15_Smoothness']",4,0.8455651109070162
"['L19_Smoothness', 'L20_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L22_HFER']",5,0.8455581531268264
"['L22_Smoothness', 'L23_Entropy', 'L21_Entropy', 'L22_HFER', 'L19_HFER']",5,0.8454816175447385
"['L19_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L22_HFER']",4,0.8453146308201831
"['L19_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L21_Entropy', 'L22_HFER']",5,0.8453007152598035
"['L20_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L21_Entropy', 'L22_HFER']",5,0.8452241796777157
"['L20_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L15_Smoothness', 'L7_Entropy']",5,0.8451685174361973
"['L19_Smoothness', 'L23_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER']",5,0.8451615596560075
"['L22_Smoothness', 'L7_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER']",5,0.845133728535248
"['L19_Smoothness', 'L20_Smoothness', 'L23_Entropy', 'L22_HFER', 'L20_Entropy']",5,0.8451267707550584
"['L22_Smoothness', 'L23_Entropy', 'L22_HFER', 'L18_HFER', 'L20_Entropy']",5,0.8451267707550583
"['L20_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L0_Smoothness', 'L22_HFER']",5,0.84506415073335
"['L22_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER']",4,0.8450084884918316
"['L19_Smoothness', 'L23_Smoothness', 'L21_Entropy', 'L22_HFER', 'L7_Entropy']",5,0.8449736995908826
"['L19_Smoothness', 'L20_Smoothness', 'L21_Smoothness', 'L17_Smoothness', 'L23_Entropy']",5,0.8449389106899334
"['L20_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L22_HFER', 'L15_Smoothness']",5,0.8449319529097438
"['L19_Smoothness', 'L22_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L22_HFER']",5,0.8448971640087947
"['L19_Smoothness', 'L20_Smoothness', 'L18_Smoothness', 'L22_Entropy', 'L23_Entropy']",5,0.8448762906682252
"['L19_Smoothness', 'L23_Smoothness', 'L21_Smoothness', 'L12_Entropy', 'L22_HFER']",5,0.8448136706465169
"['L19_Smoothness', 'L20_Smoothness', 'L7_Smoothness', 'L17_Smoothness', 'L23_Entropy']",5,0.8447997550861374
"['L19_Smoothness', 'L20_Smoothness', 'L22_Smoothness', 'L17_Smoothness', 'L23_Entropy']",5,0.8447788817455679
"['L20_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L21_Entropy', 'L15_Smoothness']",5,0.8446536417021513
"['L19_Smoothness', 'L20_Smoothness', 'L23_Entropy', 'L22_HFER']",4,0.8445423172191144
"['L19_Smoothness', 'L20_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L7_Entropy']",5,0.8445423172191143
"['L20_Smoothness', 'L22_Smoothness', 'L23_Entropy', 'L22_HFER', 'L18_HFER']",5,0.8444727394172163
"['L19_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L22_HFER', 'L20_Entropy']",5,0.8444588238568369
"['L19_Smoothness', 'L23_Entropy', 'L21_Entropy', 'L22_HFER', 'L19_HFER']",5,0.8444309927360775
"['L19_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L22_HFER', 'L18_HFER']",5,0.8443822882747489
"['L19_Smoothness', 'L23_Smoothness', 'L21_Smoothness', 'L22_Entropy', 'L22_HFER']",5,0.8443614149341794
"['L20_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L19_HFER', 'L15_Smoothness']",5,0.8443405415936099
"['L20_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L22_HFER']",4,0.8442848793520915
"['L19_Smoothness', 'L23_Smoothness', 'L7_Smoothness', 'L21_Smoothness', 'L22_HFER']",5,0.8441805126492443
"['L19_Smoothness', 'L20_Smoothness', 'L0_Smoothness', 'L17_Smoothness', 'L23_Entropy']",5,0.8441735548690545
"['L19_Smoothness', 'L20_Smoothness', 'L23_Smoothness', 'L21_Smoothness', 'L22_HFER']",5,0.8440900615067768
"['L1_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L22_HFER', 'L18_HFER']",5,0.8440552726058278
"['L19_Smoothness', 'L20_Smoothness', 'L23_Entropy', 'L22_HFER', 'L7_Entropy']",5,0.8439717792435502
"['L20_Smoothness', 'L22_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L15_Smoothness']",5,0.8439230747822215
"['L20_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L15_Smoothness', 'L20_Entropy']",5,0.8438952436614623
"['L22_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER', 'L18_HFER']",5,0.8438395814199438
"['L20_Smoothness', 'L22_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L15_Smoothness']",5,0.8437839191784253
"['L20_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L7_Smoothness', 'L22_HFER']",5,0.8437421724972864
"['L19_Smoothness', 'L20_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L18_HFER']",5,0.8437352147170967
"['L19_Smoothness', 'L20_Smoothness', 'L18_Smoothness', 'L23_Smoothness', 'L22_HFER']",5,0.843686510255768
"['L19_Smoothness', 'L23_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L22_HFER']",5,0.8436099746736802
"['L22_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER', 'L20_Entropy']",5,0.843575185772731
"['L19_Smoothness', 'L7_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L19_HFER']",5,0.8435751857727309
"['L20_Smoothness', 'L23_Entropy', 'L22_HFER', 'L15_Smoothness', 'L20_Entropy']",5,0.8435264813114023
"['L19_Smoothness', 'L0_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L22_HFER']",5,0.8434847346302635
"['L22_Smoothness', 'L7_Smoothness', 'L23_Entropy', 'L22_HFER', 'L18_HFER']",5,0.8433525368066572
"['L20_Smoothness', 'L23_Smoothness', 'L23_Entropy', 'L22_HFER', 'L18_HFER']",5,0.8432342545434305
"['L20_Smoothness', 'L23_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L15_Smoothness']",5,0.8432203389830508
"['L20_Smoothness', 'L18_Smoothness', 'L23_Entropy', 'L22_HFER', 'L15_Smoothness']",5,0.843213381202861
"['L19_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L22_HFER', 'L18_HFER']",5,0.8431925078622916
"['L19_Smoothness', 'L17_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L18_HFER']",5,0.8429976900169771
"['L19_Smoothness', 'L0_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L19_HFER']",5,0.8428794077537503
"['L19_Smoothness', 'L20_Smoothness', 'L23_Smoothness', 'L17_Smoothness', 'L22_HFER']",5,0.842809829951852
"['L1_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER']",5,0.842775041050903
"['L20_Smoothness', 'L22_Smoothness', 'L18_Smoothness', 'L23_Smoothness', 'L22_HFER']",5,0.8427611254905235
"['L20_Smoothness', 'L0_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L15_Smoothness']",5,0.8427541677103337
"['L20_Smoothness', 'L23_Entropy', 'L22_HFER', 'L15_Smoothness', 'L7_Entropy']",5,0.8427402521499541
"['L20_Smoothness', 'L21_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L15_Smoothness']",5,0.8426985054688151
"['L20_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L17_Smoothness', 'L22_HFER']",5,0.8426915476886254
"['L22_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L22_HFER', 'L19_HFER']",5,0.8425871809857783
"['L19_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L12_Entropy', 'L22_HFER']",5,0.8425593498650191
"['L19_Smoothness', 'L22_Smoothness', 'L0_Smoothness', 'L23_Entropy', 'L19_HFER']",5,0.8425454343046395
"['L19_Smoothness', 'L23_Smoothness', 'L21_Entropy', 'L22_HFER']",4,0.8424967298433107
"['L19_Smoothness', 'L20_Smoothness', 'L23_Entropy', 'L22_HFER', 'L15_Smoothness']",5,0.842482814282931
"['L22_Smoothness', 'L18_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER']",5,0.8424410676017923
"['L21_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER', 'L15_Smoothness']",5,0.8424341098216024
"['L19_Smoothness', 'L20_Smoothness', 'L7_Smoothness', 'L23_Entropy', 'L22_HFER']",5,0.8423923631404636
"['L22_Smoothness', 'L23_Entropy', 'L12_Entropy', 'L22_HFER', 'L18_HFER']",5,0.8423367008989451
"['L19_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L22_HFER', 'L19_HFER']",5,0.8422810386574267
"['L19_Smoothness', 'L21_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L19_HFER']",5,0.842274080877237
"['L20_Smoothness', 'L23_Entropy', 'L22_HFER', 'L15_Smoothness']",4,0.8422671230970472
"['L20_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L21_Smoothness', 'L22_HFER']",5,0.8422114608555286
"['L19_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L22_HFER', 'L15_Smoothness']",5,0.8421349252734407
"['L22_Smoothness', 'L23_Smoothness', 'L22_HFER', 'L15_Smoothness', 'L18_HFER']",5,0.8421070941526816
"['L19_Smoothness', 'L20_Smoothness', 'L21_Smoothness', 'L22_HFER', 'L7_Entropy']",5,0.8421001363724916
"['L23_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER', 'L15_Smoothness']",5,0.8420792630319223
"['L19_Smoothness', 'L1_Smoothness', 'L23_Entropy', 'L21_Entropy', 'L22_HFER']",5,0.8420375163507834
"['L20_Smoothness', 'L23_Smoothness', 'L0_Smoothness', 'L23_Entropy', 'L7_Entropy']",5,0.8420375163507834
"['L22_Smoothness', 'L23_Entropy', 'L12_Entropy', 'L22_HFER', 'L19_HFER']",5,0.8420027274498344
"['L19_Smoothness', 'L23_Smoothness', 'L21_Entropy', 'L22_HFER', 'L20_Entropy']",5,0.8419192340875568
"['L19_Smoothness', 'L23_Smoothness', 'L23_Entropy', 'L22_HFER', 'L18_HFER']",5,0.8419053185271772
"['L20_Smoothness', 'L18_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L15_Smoothness']",5,0.841835740725279
"['L19_Smoothness', 'L18_Smoothness', 'L23_Entropy', 'L22_HFER', 'L18_HFER']",5,0.8418287829450892
"['L20_Smoothness', 'L7_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L15_Smoothness']",5,0.8417731207035708
"['L19_Smoothness', 'L20_Smoothness', 'L22_Smoothness', 'L22_HFER', 'L7_Entropy']",5,0.8417522473630014
"['L19_Smoothness', 'L23_Entropy', 'L21_Entropy', 'L22_HFER', 'L18_HFER']",5,0.8417383318026217
"['L22_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L22_HFER', 'L18_HFER']",5,0.8416757117809135
"['L20_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L23_Entropy', 'L15_Smoothness']",5,0.8416409228799644
"['L19_Smoothness', 'L7_Smoothness', 'L23_Entropy', 'L22_HFER', 'L19_HFER']",5,0.8416270073195847
"['L19_Smoothness', 'L20_Smoothness', 'L0_Smoothness', 'L23_Entropy', 'L22_HFER']",5,0.841620049539395
"['L19_Smoothness', 'L20_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L15_Smoothness']",5,0.8415922184186357
"['L22_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L22_HFER', 'L18_HFER']",5,0.8415713450780662
"['L22_Smoothness', 'L1_Smoothness', 'L23_Smoothness', 'L22_HFER', 'L18_HFER']",5,0.8415226406167376
"['L20_Smoothness', 'L22_Smoothness', 'L23_Entropy', 'L15_Smoothness']",4,0.8414808939355988
"['L20_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L12_Entropy', 'L15_Smoothness']",5,0.8414669783752191
"['L19_Smoothness', 'L23_Smoothness', 'L23_Entropy', 'L22_HFER', 'L15_Smoothness']",5,0.8414600205950293
"['L20_Smoothness', 'L23_Smoothness', 'L23_Entropy', 'L15_Smoothness', 'L20_Entropy']",5,0.8414252316940805
"['L21_Smoothness', 'L23_Entropy', 'L22_HFER', 'L15_Smoothness', 'L18_HFER']",5,0.8413765272327516
"['L20_Smoothness', 'L23_Smoothness', 'L23_Entropy', 'L15_Smoothness']",4,0.8412721605299044
"['L20_Smoothness', 'L22_Smoothness', 'L22_HFER', 'L7_Entropy']",4,0.8412652027497148
"['L19_Smoothness', 'L23_Smoothness', 'L21_Smoothness', 'L22_HFER', 'L15_Smoothness']",5,0.8412652027497147
"['L19_Smoothness', 'L17_Smoothness', 'L23_Entropy', 'L22_HFER', 'L15_Smoothness']",5,0.8412304138487657
"['L20_Smoothness', 'L23_Smoothness', 'L23_Entropy', 'L21_Entropy', 'L15_Smoothness']",5,0.8412304138487656
"['L19_Smoothness', 'L20_Smoothness', 'L21_Smoothness', 'L23_Entropy', 'L15_Smoothness']",5,0.8410982160251594
"['L20_Smoothness', 'L22_Smoothness', 'L1_Smoothness', 'L23_Smoothness', 'L22_HFER']",5,0.8410773426845898
"['L19_Smoothness', 'L20_Smoothness', 'L23_Smoothness', 'L21_Smoothness', 'L23_Entropy']",5,0.8410564693440205
"['L20_Smoothness', 'L22_Smoothness', 'L23_Smoothness', 'L12_Entropy', 'L22_HFER']",5,0.8410147226628817
"['L19_Smoothness', 'L22_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L22_HFER']",5,0.8410077648826918
"['L20_Smoothness', 'L22_Smoothness', 'L22_HFER', 'L15_Smoothness', 'L7_Entropy']",5,0.8408964403996548
"['L20_Smoothness', 'L21_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L15_Smoothness']",5,0.8408964403996548
"['L19_Smoothness', 'L22_Entropy', 'L23_Entropy', 'L12_Entropy', 'L22_HFER']",5,0.8408894826194651
